,customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport
3300,1403-LKLIK,Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4306,2931-SVLTV,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes
774,2037-XJFUP,Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No
5463,6142-VSJQO,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No
4920,0264-CNITK,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3410,4918-QLLIW,Male,0,No,No,3,Yes,No,DSL,No,No,No,No
5247,4971-PUYQO,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No
5289,3642-GKTCT,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
5580,8859-YSTWS,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2838,3097-FQTVJ,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1625,1262-OPMFY,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No
569,0308-IVGOK,Female,0,No,No,11,No,No phone service,DSL,No,Yes,Yes,Yes
1147,0411-EZJZE,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No
3779,8631-NBHFZ,Male,1,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes
5258,8634-CILSZ,Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes
4717,9356-AXGMP,Male,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,Yes
4463,4603-JANFB,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No
5813,8099-MZPUJ,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
2716,7883-ROJOC,Female,0,Yes,No,19,Yes,No,DSL,No,No,No,No
6430,2096-XOTMO,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2996,6620-JDYNW,Female,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No
2618,1069-QJOEE,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6359,7148-XZPHA,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,Yes
723,1589-AGTLK,Male,0,No,No,3,Yes,No,DSL,No,No,No,No
4518,8808-ELEHO,Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No
2656,4328-VUFWD,Female,0,No,No,39,Yes,No,DSL,No,No,No,Yes
2001,3977-QCRSL,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4804,5734-EJKXG,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
4924,5378-IKEEG,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No
4575,8746-OQQRW,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
923,9199-PWQVC,Female,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,No,No
5182,3823-KYNQY,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
6930,5570-PTWEH,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No
178,5947-SGKCL,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No
6966,6598-KELSS,Male,0,No,Yes,50,No,No phone service,DSL,Yes,Yes,No,No
6205,7547-EKNFS,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No
1322,0114-RSRRW,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2106,4547-FZJWE,Male,0,Yes,Yes,55,Yes,No,DSL,Yes,No,No,No
136,7850-VWJUU,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No
3588,9643-YBLUR,Male,0,Yes,No,9,Yes,Yes,DSL,No,Yes,Yes,No
2166,2931-VUVJN,Female,1,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
2920,9453-PATOS,Female,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes
2238,1393-IMKZG,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes
530,8067-NIOYM,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1378,1697-BCSHV,Female,0,Yes,Yes,58,Yes,Yes,DSL,No,Yes,No,No
691,6663-JOCQO,Male,0,Yes,Yes,31,Yes,Yes,DSL,Yes,Yes,No,Yes
3520,6036-TTFYU,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3974,9592-ERDKV,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,No
1210,9824-BEMCV,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No
971,5002-GCQFH,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No
4764,2962-XPMCQ,Male,0,No,No,2,Yes,No,DSL,No,No,No,No
5111,6686-YPGHK,Male,1,No,No,47,Yes,No,Fiber optic,Yes,No,No,No
6488,0488-GSLFR,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No
5313,1935-IMVBB,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No
5435,7432-FFVAR,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,Yes,Yes
3023,0238-WHBIQ,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes
4675,7486-KSRVI,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,Yes
4062,1915-IOFGU,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No
4885,5304-EFJLP,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
3191,7636-OWBPG,Male,1,No,No,12,No,No phone service,DSL,No,Yes,No,No
6547,3908-MKIMJ,Male,1,Yes,No,68,No,No phone service,DSL,Yes,Yes,Yes,No
3775,1866-RZZQS,Male,1,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No
4763,4001-TSBTV,Female,0,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,No
2610,5202-IVJNU,Female,0,No,Yes,39,No,No phone service,DSL,No,No,Yes,No
309,4091-TVOCN,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No
4279,8815-LMFLX,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
3570,6696-YDAYZ,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4404,1307-ATKGB,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No
5687,9386-LDCZR,Male,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
6256,3751-KTZEL,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No
1341,9269-CQOOL,Male,0,No,Yes,3,Yes,No,DSL,No,No,No,No
5763,9633-XQABV,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No
6767,7672-VFMXZ,Male,0,Yes,No,57,Yes,No,DSL,Yes,No,No,Yes
6814,2267-WTPYD,Female,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No
5436,7246-ZGQDF,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,Yes
3662,6410-LEFEN,Female,0,No,No,9,Yes,No,DSL,No,No,No,No
6626,3319-DWOEP,Male,1,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No
490,3552-CTCYF,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No
4321,5599-HVLTW,Female,1,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No
3626,0396-UKGAI,Male,0,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes
2531,3612-YVGSJ,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
1409,5977-CKHON,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No
4413,1792-UXAFY,Female,1,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No
1569,0799-DDIHE,Female,0,Yes,Yes,15,Yes,No,DSL,No,No,No,No
5564,3057-VJJQE,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No
6166,4077-CROMM,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,Yes
2060,5248-KWLAR,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes
397,6599-CEBNN,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No
1603,7459-RRWQZ,Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No
640,9574-BOSMD,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
3880,9470-RTWDV,Male,0,Yes,Yes,26,Yes,Yes,DSL,No,No,Yes,Yes
2462,2585-KTFRE,Male,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes
2583,6463-MVYRY,Female,1,No,No,57,Yes,No,DSL,Yes,No,Yes,Yes
5779,2237-ZFSMY,Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes
591,5512-IDZEI,Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
5973,2324-EFHVG,Male,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No
1724,7398-SKNQZ,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No
3937,5712-VBOXD,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2302,7579-KKLOE,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes
4775,5480-TBGPH,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,No
2803,1985-MBRYP,Female,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3530,1703-MGIAB,Female,0,No,No,17,Yes,Yes,DSL,No,No,Yes,Yes
7015,0666-UXTJO,Male,1,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No
289,3580-REOAC,Male,0,No,No,10,Yes,No,DSL,No,No,No,No
2271,0093-EXYQL,Female,1,No,No,40,Yes,No,Fiber optic,No,No,No,No
4342,5792-JALQC,Female,1,No,No,52,Yes,Yes,DSL,Yes,No,Yes,No
1871,3062-ICYZQ,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No
6714,7315-WYOAW,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes
443,2937-FTHUR,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No
6320,8845-LWKGE,Female,0,Yes,Yes,30,Yes,No,DSL,No,No,Yes,Yes
4025,2984-MIIZL,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No
2864,1564-HJUVY,Male,0,No,No,4,Yes,No,DSL,No,Yes,No,Yes
2033,8305-VHZBZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6045,4487-ZYJZK,Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5930,8398-TBIYD,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes
5695,1813-JYWTO,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No
6663,0674-EYYZV,Female,0,No,No,1,Yes,No,DSL,No,No,No,No
2182,2530-FMFXO,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,Yes
1498,0529-ONKER,Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No
5596,5982-XMDEX,Female,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
6927,4710-NKCAW,Male,0,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,No,Yes
914,6024-RUGGH,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
6915,1304-SEGFY,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No
3605,8148-BPLZQ,Male,0,No,No,34,Yes,No,DSL,No,Yes,No,No
1499,1728-CXQBE,Male,1,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No
599,0374-FIUCA,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1623,6035-RIIOM,Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No
6738,3590-TCXTB,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3095,0315-LVCRK,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No
280,0314-TKOSI,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No
1107,0971-QIFJK,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
1930,2792-VPPET,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2972,9443-JUBUO,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes
3169,4578-PHJYZ,Male,0,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes
6669,3588-WSTTJ,Female,1,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No
209,1347-KTTTA,Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes
1353,7073-QETQY,Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service
8,7892-POOKP,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes
4222,6480-YAGIY,Male,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
839,4625-LAMOB,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3078,5277-ZLOOR,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No
4816,5906-DVAPM,Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes
3603,1501-SGHBW,Male,0,No,No,2,Yes,No,DSL,No,No,No,No
4397,7663-YJHSN,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
4315,9019-QVLZD,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No
5900,0117-LFRMW,Male,0,Yes,Yes,37,No,No phone service,DSL,Yes,Yes,Yes,No
6275,0885-HMGPY,Male,0,No,No,62,Yes,Yes,DSL,Yes,Yes,Yes,Yes
1315,5158-RIVOP,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6376,1302-TPUBN,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1864,7105-MXJLL,Female,1,Yes,No,26,Yes,No,DSL,No,No,Yes,No
2044,2550-QHZGP,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4677,8443-WVPSS,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,Yes
2289,4056-QHXHZ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes
3426,4510-HIMLV,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No
1539,5071-FBJFS,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No
2768,1429-UYJSV,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1833,8286-AFUYI,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No
4685,0345-XMMUG,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
1915,3221-CJMSG,Male,0,No,No,24,Yes,No,DSL,No,No,No,Yes
506,8981-FJGLA,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No
4945,1223-UNPKS,Male,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5434,9921-EZKBY,Male,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No
3115,4822-NGOCH,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No
84,0318-ZOPWS,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1532,4881-GQJTW,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4703,2956-GGUCQ,Male,1,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No
462,0880-TKATG,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,No
6526,3190-XFANI,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes
3391,7234-KMNRQ,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2454,5406-KGRMX,Female,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
5977,0780-XNZFN,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3506,2916-BQZLN,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No
1823,8496-EJAUI,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No
5699,6719-OXYBR,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No
5295,2144-BFDSO,Female,1,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No
2446,9492-TOKRI,Female,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No
1278,4730-AWNAU,Male,0,Yes,Yes,36,No,No phone service,DSL,Yes,No,Yes,Yes
4339,6992-TKNYO,Male,0,Yes,No,38,Yes,Yes,DSL,No,No,Yes,Yes
1911,5668-MEISB,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
2431,8263-JQAIK,Male,1,No,No,2,No,No phone service,DSL,No,No,No,No
4219,5176-LDKUH,Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,No
2703,4749-VFKVB,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No
4247,5161-UBZXI,Male,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,Yes
4829,1600-DILPE,Female,0,No,No,12,Yes,No,DSL,No,No,No,No
2325,3097-PYWXL,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4417,0515-YPMCW,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No
411,4163-NCJAK,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
612,2804-ETQDK,Male,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6684,0305-SQECB,Female,0,No,Yes,11,No,No phone service,DSL,Yes,No,No,Yes
372,6122-EFVKN,Male,0,No,Yes,24,No,No phone service,DSL,Yes,No,No,Yes
5254,4393-GEADV,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
5849,0281-CNTZX,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3206,6972-SNKKW,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2073,3061-BCKYI,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5752,7480-SPLEF,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
5164,6135-OZQVA,Female,0,No,No,7,Yes,Yes,DSL,Yes,No,No,No
4619,4290-BSXUX,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes
1186,7670-ZBPOQ,Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes
5489,0804-XBFBV,Female,0,No,Yes,11,No,No phone service,DSL,No,No,No,No
2537,8670-ERCJH,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
824,4335-BSMJS,Female,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
2698,8150-QUDFX,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2606,1550-EENBN,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No
6074,3797-VTIDR,Male,0,Yes,No,1,No,No phone service,DSL,No,No,No,No
5673,6260-XLACS,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1876,3946-JEWRQ,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No
6019,0440-MOGPM,Female,0,No,No,41,Yes,Yes,DSL,No,Yes,Yes,No
3414,4837-PZTIC,Female,0,No,No,47,No,No phone service,DSL,Yes,No,Yes,Yes
133,3091-FYHKI,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No
908,4694-PHWFW,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2520,5788-YPOEG,Female,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,Yes
5496,2208-NKVVH,Male,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
6823,7009-LGECI,Female,0,No,No,4,Yes,No,DSL,Yes,No,No,No
2938,5294-IMHHT,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes
4316,8413-YNHNV,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes
6249,7823-JSOAG,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No
3210,9055-MOJJJ,Female,0,Yes,Yes,64,Yes,No,DSL,Yes,No,No,Yes
2093,5555-RNPGT,Male,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
5007,7407-SUJIZ,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3423,2947-DOMLJ,Male,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No
1087,7241-AJHFS,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes
838,6092-QZVPP,Male,0,No,No,36,Yes,No,DSL,Yes,No,Yes,Yes
25,6865-JZNKO,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,No,No
2780,4404-HIBDJ,Female,0,No,No,25,Yes,No,DSL,Yes,Yes,Yes,Yes
5190,3001-UNBTL,Male,1,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No
1405,6960-HVYXR,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No
4519,0103-CSITQ,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
1165,6479-OAUSD,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2379,3757-NJYBX,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No
5096,0363-SVHYR,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes
3290,7075-BNDVQ,Female,0,No,No,4,No,No phone service,DSL,Yes,No,Yes,No
6078,9691-HKOVS,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,Yes,Yes
6325,4558-FANTW,Female,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No,Yes
1270,8780-IHCRN,Male,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
2781,5533-NHFRF,Male,1,No,No,7,No,No phone service,DSL,No,Yes,No,Yes
4610,2889-FPWRM,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
1257,0723-VSOBE,Female,1,No,No,45,No,No phone service,DSL,No,No,No,No
5354,4273-MBHYA,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No
2450,7602-MVRMB,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes
3795,1508-DFXCU,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No
5188,1028-FFNJK,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes
3820,9481-IEBZY,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
3035,7924-GJZFI,Female,1,Yes,No,25,Yes,No,Fiber optic,No,No,No,No
119,9445-ZUEQE,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes
6216,7162-WPHPM,Male,0,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes
1335,4671-LXRDQ,Male,0,No,No,2,Yes,No,DSL,No,No,No,No
5820,1752-OZXFY,Male,0,Yes,No,60,Yes,No,DSL,Yes,No,No,No
4116,2466-FCCPT,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6410,6121-TNHBO,Female,1,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes
6766,9845-QOMAD,Male,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2676,1872-EBWSC,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3746,4806-HIPDW,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No
6844,6897-UUBNU,Male,0,No,No,29,Yes,No,Fiber optic,No,Yes,No,Yes
5516,6923-EFPNL,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No
1306,0201-OAMXR,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
6893,5876-HZVZM,Female,0,Yes,Yes,6,Yes,No,DSL,Yes,Yes,No,No
4618,6350-XFYGW,Male,1,No,No,4,Yes,No,Fiber optic,No,No,Yes,No
4244,9975-GPKZU,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5228,3589-PPVKW,Male,0,No,No,9,Yes,No,DSL,No,No,No,No
5724,8042-JVNFH,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No
3164,2603-HVKCG,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No
3495,4988-IQIGL,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No
4285,1506-YJTYT,Male,0,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,No,Yes
5626,2458-EOMRE,Female,0,No,No,11,Yes,No,DSL,Yes,No,Yes,No
1524,1656-DRSMG,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
1317,9277-JOOMO,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
158,6371-NZYEG,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No
2196,6131-IUNXN,Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2621,8766-PAFNE,Male,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes
379,5686-CMAWK,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes
3929,9702-AIUJO,Male,0,Yes,Yes,50,Yes,No,DSL,No,No,No,No
3435,4450-DLLMH,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No
1613,3374-PZLXD,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3891,7995-ZHHNZ,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,No
2757,0197-PNKNK,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,No
7026,8775-CEBBJ,Female,0,No,No,9,Yes,No,DSL,No,No,No,No
5387,8676-OOQEJ,Male,0,No,No,4,No,No phone service,DSL,No,No,No,Yes
442,0206-TBWLC,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
2112,8383-SGHJU,Female,0,No,No,33,Yes,Yes,DSL,Yes,No,No,Yes
3782,8800-JOOCF,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No
2389,6161-ERDGD,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,Yes,Yes
